date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:14:41	29815/29815	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:24:37%20GMT	http://localhost/wordpress/product/custom-tank-tops/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/product/custom-tank-tops/index.html	(from http://localhost/wordpress/)
17:14:42	54750/54750	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:44:40%20GMT	http://localhost/wordpress/design-editor/?product_base=12&product_cms=174	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/design-editor/index84b3.html	(from http://localhost/wordpress/)
17:14:42	29706/29706	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:24:41%20GMT	http://localhost/wordpress/product/custom-v-neck-t-shirts/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/product/custom-v-neck-t-shirts/index.html	(from http://localhost/wordpress/)
17:14:43	54732/54732	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:44:42%20GMT	http://localhost/wordpress/design-editor/?product_base=14&product_cms=197	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/design-editor/indexb2b9.html	(from http://localhost/wordpress/)
17:14:44	25837/25837	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:24:45%20GMT	http://localhost/wordpress/product/custom-women-nylon-t-shirts/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/product/custom-women-nylon-t-shirts/index.html	(from http://localhost/wordpress/)
17:14:44	54744/54744	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:44:43%20GMT	http://localhost/wordpress/design-editor/?product_base=15&product_cms=198	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/design-editor/index6df3.html	(from http://localhost/wordpress/)
17:14:45	1676/1676	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2268c-5c9ce76f942c4%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/star.eot	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/star.eot	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:45	54753/54753	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Aug%202021%2011:44:44%20GMT	http://localhost/wordpress/design-editor/?product_base=6&product_cms=187	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/design-editor/index284f.html	(from http://localhost/wordpress/)
17:14:45	1676/1676	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2268c-5c9ce76f942c4%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/star.eot?	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/stard41d.eot	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:45	1304/1304	---M--	200	added ('OK')	font/woff	etag:%22518-5c9ce76f96209%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/star.woff	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/star.woff	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:46	1512/1512	---M--	200	added ('OK')	font/ttf	etag:%225e8-5c9ce76f9564c%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/star.ttf	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/star.ttf	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:46	929/929	---M--	200	added ('OK')	image/svg+xml	etag:%223a1-5c9ce76f94a96%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/star.svg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/star.svg	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:48	14280/14280	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237c8-5c9ce76fa40a7%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:49	14176/14176	---M--	200	added ('OK')	font/woff	etag:%223760-5c9ce76fa5c00%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:51	14100/14100	---M--	200	added ('OK')	font/ttf	etag:%223714-5c9ce76fa5430%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:51	46770/46770	---M--	200	added ('OK')	image/svg+xml	etag:%22b6b2-5c9ce76fa4c5f%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:52	14280/14280	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237c8-5c9ce76fa40a7%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot?	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/fonts/WooCommerced41d.eot	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:52	158/158	---M--	200	added ('OK')	image/svg+xml	etag:%229e-5c9ce76fe1ce0%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:52	1359/1359	---M--	200	added ('OK')	image/svg+xml	etag:%2254f-5c9ce76fdcadb%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:52	4634/4634	---M--	200	added ('OK')	image/svg+xml	etag:%22121a-5c9ce76fdb757%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:52	3110/3110	---M--	200	added ('OK')	image/svg+xml	etag:%22c26-5c9ce76fd8874%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:53	804/804	---M--	200	added ('OK')	image/svg+xml	etag:%22324-5c9ce76fbf624%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:53	6797/6797	---M--	200	added ('OK')	image/svg+xml	etag:%221a8d-5c9ce76fd9bfc%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:53	2800/2800	---M--	200	added ('OK')	image/svg+xml	etag:%22af0-5c9ce76fd74eb%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:54	4662/4662	---M--	200	added ('OK')	image/svg+xml	etag:%221236-5c9ce76fbe299%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:14:54	2185/2185	---M--	200	added ('OK')	image/svg+xml	etag:%22889-5c9ce76fd5992%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-9f80a1dd9f872490a19a30efb56798e6.css)
17:15:19	739877/739877	---MCZ	200	added ('OK')	application/javascript	etag:%22b4a25-5c9fb992787b0-gzip%22	http://localhost/wordpress/wp-content/cache/min/1/71ccd4f742e187c60d01e4acc1d71539.js	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/cache/min/1/71ccd4f742e187c60d01e4acc1d71539.js	(from http://localhost/wordpress/)
17:15:26	200672/200672	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2230fe0-5c9d33d67e644%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.12.0	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.eot	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
17:15:34	89444/89444	---M--	200	added ('OK')	font/woff2	etag:%2215d64-5c9d33d68c4ea%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.12.0	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.woff2	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
17:15:44	109168/109168	---M--	200	added ('OK')	font/woff	etag:%221aa70-5c9d33d681526%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.12.0	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.woff	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
17:15:44	301767/301767	---M--	200	added ('OK')	image/svg+xml	etag:%2249ac7-5c9d33d67f9ce%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.12.0	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.svg	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
17:15:46	201/201	---M--	200	added ('OK')	image/png	etag:%22c9-5c9cea647c9ea%22	http://localhost/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles-2efe6734a86941cbf43661eb6b9d7b94.css)
17:15:46	160/160	---M--	200	added ('OK')	image/png	etag:%22a0-5c9cea6481024%22	http://localhost/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles-2efe6734a86941cbf43661eb6b9d7b94.css)
17:15:46	158/158	---M--	200	added ('OK')	image/png	etag:%229e-5c9cea648334f%22	http://localhost/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles-2efe6734a86941cbf43661eb6b9d7b94.css)
17:15:47	148/148	---M--	200	added ('OK')	image/png	etag:%2294-5c9cea6482794%22	http://localhost/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles-2efe6734a86941cbf43661eb6b9d7b94.css)
17:15:47	257/257	---M--	200	added ('OK')	image/svg+xml	etag:%22101-5c9cea647e915%22	http://localhost/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/img/cross-out.svg	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/img/cross-out.svg	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles-2efe6734a86941cbf43661eb6b9d7b94.css)
17:16:01	442864/442864	---M--	200	added ('OK')	font/woff	etag:%226c1f0-5c9cea5cfc506%22	http://localhost/wordpress/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit.woff?y24e1e	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit97ac.woff	(from http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons-f5050019dcaca8a5c8afa8673fe7df86.css)
17:16:02	200512/200512	---M--	200	added ('OK')	font/ttf	etag:%2230f40-5c9d33d68058a%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.12.0	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.ttf	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
17:16:05	942081/942081	---MC-	200	added ('OK')	application/json	date:Fri,%2020%20Aug%202021%2011:43:53%20GMT	http://localhost/wordpress/wp-json/	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-json/index.html	(from http://localhost/wordpress/)
17:16:06	1439/1439	---M-Z	200	added ('OK')	text/css	etag:%2259f-5c9fb95b0fcd1-gzip%22	http://localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/uploads/elementor/css/post-131-fbc7ff776d01f33d77e1789259272d78.css	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/cache/min/1/wordpress/wp-content/uploads/elementor/css/post-131-fbc7ff776d01f33d77e1789259272d78.css	(from http://localhost/wordpress/about-us/)
17:16:06	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-5c9d33d6b6c92-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost/wordpress/about-us/)
17:16:06	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-5c9d33d6b39c8-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from http://localhost/wordpress/about-us/)
17:16:07	8150/8150	---MC-	200	added ('OK')	application/json	date:Fri,%2020%20Aug%202021%2011:46:06%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/131	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-json/wp/v2/pages/131.json	(from http://localhost/wordpress/about-us/)
17:16:08	2257/2257	---M--	200	added ('OK')	application/json	date:Fri,%2020%20Aug%202021%2011:46:07%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fabout-us%2F	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-json/oembed/1.0/embed10e1.json	(from http://localhost/wordpress/about-us/)
17:16:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20Aug%202021%2011:46:08%20GMT	http://localhost/wordpress/?p=131	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/indexd52d.html	(from http://localhost/wordpress/about-us/)
17:16:09	2345/2345	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Aug%202021%2011:46:08%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fabout-us%2F&format=xml	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-json/oembed/1.0/embed408f	(from http://localhost/wordpress/about-us/)
17:16:09	3276/3276	---M-Z	200	added ('OK')	text/css	etag:%22ccc-5c9ce79209dff-gzip%22	http://localhost/wordpress/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css?ver=5.5.1	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-styled03b.css	(from http://localhost/wordpress/cart/)
17:16:10	182136/182136	---M-Z	200	added ('OK')	text/css	etag:%222c778-5c9ce79206f1e-gzip%22	http://localhost/wordpress/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=5.5.1	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-styled03b.css	(from http://localhost/wordpress/cart/)
17:16:10	15057/15057	---M-Z	200	added ('OK')	text/css	etag:%223ad1-5c9ce76f4801a-gzip%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/css/select2.css?ver=5.6.0	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/css/select20969.css	(from http://localhost/wordpress/cart/)
17:16:10	17925/17925	---M-Z	200	added ('OK')	text/css	etag:%224605-5c9ce76f63d60-gzip%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=5.6.0	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce-layout0969.css	(from http://localhost/wordpress/cart/)
17:16:11	62803/62803	---M-Z	200	added ('OK')	text/css	etag:%22f553-5c9ce76f8e506-gzip%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.6.0	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/woocommerce/assets/css/woocommerce0969.css	(from http://localhost/wordpress/cart/)
17:16:11	29205/29205	---M-Z	200	added ('OK')	text/css	etag:%227215-5c9e707311ca4-gzip%22	http://localhost/wordpress/wp-content/themes/popularfx/style.css?ver=1.2.0	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/themes/popularfx/style7359.css	(from http://localhost/wordpress/cart/)
17:16:11	120489/120489	---M-Z	200	added ('OK')	text/css	etag:%221d6a9-5c9cea5cf8e56-gzip%22	http://localhost/wordpress/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=2.3.5	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons25b6.css	(from http://localhost/wordpress/cart/)
17:16:12	442183/442183	---M-Z	200	added ('OK')	text/css	etag:%226bf47-5c9cea6460c8c-gzip%22	http://localhost/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.3.5	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles25b6.css	(from http://localhost/wordpress/cart/)
17:16:13	30164/30164	---M-Z	200	added ('OK')	text/css	etag:%2275d4-5c9cea645d5e0-gzip%22	http://localhost/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=2.3.5	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive25b6.css	(from http://localhost/wordpress/cart/)
17:16:13	3181/3181	---M-Z	200	added ('OK')	text/css	etag:%22c6d-5c9cf26f7847c-gzip%22	http://localhost/wordpress/wp-content/plugins/lumise/woo/assets/css/frontend.css?ver=1.9.7	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-content/plugins/lumise/woo/assets/css/frontended19.css	(from http://localhost/wordpress/cart/)
17:16:14	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5b45debe27b80-gzip%22	http://localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://localhost/wordpress/cart/)
17:16:15	1388/1388	---M--	200	added ('OK')	application/json	date:Fri,%2020%20Aug%202021%2011:46:14%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/8	C:/Users/defaultuser0.DESKTOP-51IDFF9/Documents/photo%20editor%20js%20code/kkko/localhost/wordpress/wp-json/wp/v2/pages/8.json	(from http://localhost/wordpress/cart/)
